prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
comments_smell_intermediate_003,comments_smell,intermediate,Healthcare,Comments (as smell indicator),1,51,0,100.0,0,0,0,11,Comments (as smell indicator);Global State;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
comments_smell_intermediate_004,comments_smell,intermediate,Scientific Computing,Comments (as smell indicator),1,56,1,100.0,4,0,0,6,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
comments_smell_intermediate_005,comments_smell,intermediate,General Software,Comments (as smell indicator),1,41,2,86.02,1,0,0,1,Long Method,1,0,qwen2.5-coder-1.5b,fr
data_class_advanced_001,data_class,advanced,Finance,Data Class,1,58,2,57.06,3,2,0,8,Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_class_advanced_002,data_class,advanced,Healthcare,Data Class,1,47,2,100.0,0,0,0,39,Duplicated Code;God Class / Large Class;Middle Man,1,0,qwen2.5-coder-1.5b,fr
data_class_advanced_003,data_class,advanced,Scientific Computing,Data Class,1,90,4,41.07,0,0,0,64,Duplicated Code;God Class / Large Class;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_class_advanced_004,data_class,advanced,General Software,Data Class,1,54,8,100.0,1,0,0,6,Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_class_advanced_005,data_class,advanced,E-commerce,Data Class,1,90,4,37.02,0,0,0,62,Duplicated Code;God Class / Large Class;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_class_basic_001,data_class,basic,E-commerce,Data Class,1,46,2,54.77,0,0,0,12,Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_class_basic_002,data_class,basic,Finance,Data Class,1,57,3,48.79,0,0,0,26,Duplicated Code;God Class / Large Class;Long Parameter List;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_class_basic_003,data_class,basic,Healthcare,Data Class,1,57,2,51.35,0,0,0,32,Duplicated Code;God Class / Large Class;Long Parameter List;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_class_basic_004,data_class,basic,Scientific Computing,Data Class,1,37,2,100.0,0,0,0,34,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
data_class_basic_005,data_class,basic,General Software,Data Class,1,16,2,100.0,0,0,0,8,Data Class;Duplicated Code;Temporary Field,1,1,qwen2.5-coder-1.5b,fr
data_class_basic_006,data_class,basic,E-commerce,Data Class,1,46,2,54.77,0,0,0,12,Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_class_intermediate_001,data_class,intermediate,Finance,Data Class,1,98,2,52.33,1,0,0,99,Duplicated Code;God Class / Large Class;Long Parameter List;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_class_intermediate_002,data_class,intermediate,Healthcare,Data Class,1,28,2,100.0,1,0,0,2,Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_class_intermediate_003,data_class,intermediate,Scientific Computing,Data Class,1,42,2,100.0,1,0,0,34,Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_class_intermediate_004,data_class,intermediate,General Software,Data Class,1,58,2,100.0,2,1,0,65,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
data_class_intermediate_005,data_class,intermediate,E-commerce,Data Class,1,62,2,100.0,1,0,0,60,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
data_clumps_advanced_001,data_clumps,advanced,Healthcare,Data Clumps,1,80,2,85.82,1,0,0,17,Dead Code;Duplicated Code;Long Method;Magic Numbers/Strings;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_clumps_advanced_002,data_clumps,advanced,Scientific Computing,Data Clumps,1,94,3,71.23,1,0,0,14,Dead Code;Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_advanced_003,data_clumps,advanced,General Software,Data Clumps,1,60,1,91.66,1,0,0,9,Comments (as smell indicator);Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_advanced_004,data_clumps,advanced,E-commerce,Data Clumps,1,78,2,74.25,5,0,0,14,Deep Nesting;Duplicated Code;Long Parameter List;Magic Numbers/Strings;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_clumps_advanced_005,data_clumps,advanced,Finance,Data Clumps,1,80,2,85.82,1,0,0,17,Dead Code;Duplicated Code;Long Method;Magic Numbers/Strings;Temporary Field,1,0,qwen2.5-coder-1.5b,fr
data_clumps_advanced_006,data_clumps,advanced,Healthcare,Data Clumps,1,94,3,71.23,1,0,0,14,Dead Code;Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_basic_001,data_clumps,basic,E-commerce,Data Clumps,1,8,1,100.0,0,0,0,7,Data Clumps;Duplicated Code;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
data_clumps_basic_002,data_clumps,basic,Finance,Data Clumps,1,10,4,98.76,1,0,0,3,Data Clumps;Dead Code;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
data_clumps_basic_003,data_clumps,basic,Healthcare,Data Clumps,1,41,1,81.45,0,0,0,16,Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_basic_004,data_clumps,basic,Scientific Computing,Data Clumps,1,30,3,67.93,4,0,0,9,Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_basic_005,data_clumps,basic,General Software,Data Clumps,1,56,6,71.39,1,0,0,9,Data Clumps;Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
data_clumps_basic_006,data_clumps,basic,E-commerce,Data Clumps,1,35,3,88.7,2,0,0,9,Duplicated Code;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_001,data_clumps,intermediate,Finance,Data Clumps,1,72,3,55.72,0,0,0,14,Data Class;Duplicated Code;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_002,data_clumps,intermediate,Healthcare,Data Clumps,1,37,2,78.08,0,0,0,12,Data Class;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_003,data_clumps,intermediate,Scientific Computing,Data Clumps,1,34,2,100.0,1,0,0,15,Data Class;Duplicated Code;Lazy Class;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_004,data_clumps,intermediate,General Software,Data Clumps,1,26,2,91.7,2,0,0,5,Data Class;Dead Code;Duplicated Code;Lazy Class;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_005,data_clumps,intermediate,E-commerce,Data Clumps,1,38,2,83.22,2,0,0,22,Data Class;Duplicated Code;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
data_clumps_intermediate_006,data_clumps,intermediate,Finance,Data Clumps,1,72,3,55.72,0,0,0,14,Data Class;Duplicated Code;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_advanced_001,dead_code,advanced,Finance,Dead Code,1,59,3,88.42,1,0,0,11,Comments (as smell indicator);Dead Code;Duplicated Code;Global State;Long Method;Speculative Generality,1,1,qwen2.5-coder-1.5b,fr
dead_code_advanced_002,dead_code,advanced,Healthcare,Dead Code,1,43,1,100.0,0,0,0,10,Comments (as smell indicator);Duplicated Code;Global State;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_advanced_003,dead_code,advanced,Scientific Computing,Dead Code,1,53,2,84.05,3,0,0,12,Comments (as smell indicator);Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_advanced_004,dead_code,advanced,General Software,Dead Code,1,42,2,100.0,0,0,0,9,Comments (as smell indicator);Duplicated Code;Global State;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_advanced_005,dead_code,advanced,E-commerce,Dead Code,1,59,3,88.42,1,0,0,11,Comments (as smell indicator);Dead Code;Duplicated Code;Global State;Long Method;Speculative Generality,1,1,qwen2.5-coder-1.5b,fr
dead_code_basic_001,dead_code,basic,E-commerce,Dead Code,1,20,2,100.0,1,0,0,3,Comments (as smell indicator);Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
dead_code_basic_002,dead_code,basic,Finance,Dead Code,1,36,1,47.36,0,0,0,1,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
dead_code_basic_003,dead_code,basic,Healthcare,Dead Code,1,55,3,84.11,1,0,0,6,Dead Code;Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
dead_code_basic_004,dead_code,basic,Scientific Computing,Dead Code,1,15,2,99.2,0,0,0,0,,1,0,qwen2.5-coder-1.5b,fr
dead_code_basic_005,dead_code,basic,General Software,Dead Code,1,23,2,100.0,0,0,0,7,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
dead_code_basic_006,dead_code,basic,E-commerce,Dead Code,1,20,2,100.0,1,0,0,3,Comments (as smell indicator);Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
dead_code_intermediate_001,dead_code,intermediate,Finance,Dead Code,1,72,4,55.68,0,0,0,40,Data Class;Deep Nesting;Duplicated Code;Lazy Class,1,0,qwen2.5-coder-1.5b,fr
dead_code_intermediate_002,dead_code,intermediate,Healthcare,Dead Code,1,64,3,65.5,0,0,0,14,Data Class;Duplicated Code;Global State;Lazy Class;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_intermediate_003,dead_code,intermediate,Scientific Computing,Dead Code,1,39,3,87.12,0,0,0,16,Comments (as smell indicator);Data Clumps;Duplicated Code;Global State;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_intermediate_004,dead_code,intermediate,General Software,Dead Code,1,37,2,100.0,0,0,0,4,Duplicated Code;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
dead_code_intermediate_005,dead_code,intermediate,E-commerce,Dead Code,1,33,2,80.32,1,0,0,4,Duplicated Code;Global State;Lazy Class,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_001,deep_nesting,advanced,Healthcare,Deep Nesting,1,33,10,75.62,2,0,0,3,Deep Nesting;Long Method;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_002,deep_nesting,advanced,Scientific Computing,Deep Nesting,1,50,9,82.95,3,0,0,12,Dead Code;Global State;Long Method;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_003,deep_nesting,advanced,General Software,Deep Nesting,1,5,8,74.01,1,0,0,1,Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_004,deep_nesting,advanced,E-commerce,Deep Nesting,1,42,0,82.84,0,0,0,8,Global State;Magic Numbers/Strings;Message Chains,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_005,deep_nesting,advanced,Finance,Deep Nesting,1,67,9,82.52,1,0,0,30,Comments (as smell indicator);Duplicated Code;Long Method,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_advanced_006,deep_nesting,advanced,Healthcare,Deep Nesting,1,33,10,75.62,2,0,0,3,Deep Nesting;Long Method;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
deep_nesting_basic_001,deep_nesting,basic,E-commerce,Deep Nesting,1,14,4,63.98,2,0,0,5,Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_basic_002,deep_nesting,basic,Finance,Deep Nesting,1,9,5,100.0,0,0,0,2,Long Parameter List;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_basic_003,deep_nesting,basic,Healthcare,Deep Nesting,1,7,5,100.0,0,0,0,2,Deep Nesting;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
deep_nesting_basic_004,deep_nesting,basic,Scientific Computing,Deep Nesting,1,17,4,94.71,0,0,0,4,Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_basic_005,deep_nesting,basic,General Software,Deep Nesting,1,23,8,93.95,1,0,0,2,Comments (as smell indicator);Long Method,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_basic_006,deep_nesting,basic,E-commerce,Deep Nesting,1,14,4,63.98,2,0,0,5,Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_001,deep_nesting,intermediate,Finance,Deep Nesting,1,30,9,89.87,2,1,0,2,Comments (as smell indicator);Long Method,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_002,deep_nesting,intermediate,Healthcare,Deep Nesting,1,21,5,96.22,2,0,0,4,Comments (as smell indicator);Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_003,deep_nesting,intermediate,Scientific Computing,Deep Nesting,1,51,5,61.55,0,0,0,18,Data Class;Data Clumps;Duplicated Code;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_004,deep_nesting,intermediate,General Software,Deep Nesting,1,60,17,63.09,2,0,0,6,Long Method;Long Parameter List;Switch Statements,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_005,deep_nesting,intermediate,E-commerce,Deep Nesting,1,75,3,53.51,17,0,0,20,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
deep_nesting_intermediate_006,deep_nesting,intermediate,Finance,Deep Nesting,1,30,9,89.87,2,1,0,2,Comments (as smell indicator);Long Method,1,0,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_001,duplicated_code,advanced,General Software,Duplicated Code,1,92,15,55.9,13,3,0,22,Data Clumps;Dead Code;Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_002,duplicated_code,advanced,E-commerce,Duplicated Code,1,88,2,79.92,1,0,0,71,Dead Code;Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_003,duplicated_code,advanced,Finance,Duplicated Code,1,64,4,69.49,0,0,0,16,Data Class;Duplicated Code;Feature Envy;Global State;Lazy Class;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_004,duplicated_code,advanced,Healthcare,Duplicated Code,1,41,2,100.0,0,0,0,8,Duplicated Code;Global State;Lazy Class;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_005,duplicated_code,advanced,Scientific Computing,Duplicated Code,1,46,1,100.0,19,18,0,5,Comments (as smell indicator);Dead Code;Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_advanced_006,duplicated_code,advanced,General Software,Duplicated Code,1,92,15,55.9,13,3,0,22,Data Clumps;Dead Code;Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_001,duplicated_code,basic,E-commerce,Duplicated Code,1,43,3,86.24,3,0,0,4,Comments (as smell indicator);Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_002,duplicated_code,basic,Finance,Duplicated Code,1,11,1,96.44,0,0,0,9,Duplicated Code;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_003,duplicated_code,basic,Healthcare,Duplicated Code,1,13,2,93.15,0,0,0,1,Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_004,duplicated_code,basic,Scientific Computing,Duplicated Code,1,40,3,100.0,0,0,0,3,Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_005,duplicated_code,basic,General Software,Duplicated Code,1,18,2,100.0,0,0,0,8,Duplicated Code;Speculative Generality,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_006,duplicated_code,basic,E-commerce,Duplicated Code,1,22,2,100.0,0,0,0,3,Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_basic_007,duplicated_code,basic,Finance,Duplicated Code,1,43,3,86.24,3,0,0,4,Comments (as smell indicator);Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_001,duplicated_code,intermediate,Healthcare,Duplicated Code,1,76,1,100.0,9,0,9,22,Comments (as smell indicator);Data Clumps;Dead Code;Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_002,duplicated_code,intermediate,Scientific Computing,Duplicated Code,1,103,4,72.66,0,0,0,11,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_003,duplicated_code,intermediate,General Software,Duplicated Code,1,62,5,47.8,2,0,0,10,Data Class;Duplicated Code;Feature Envy;Lazy Class,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_004,duplicated_code,intermediate,E-commerce,Duplicated Code,1,34,1,92.64,2,0,0,9,Comments (as smell indicator);Dead Code;Duplicated Code;Magic Numbers/Strings;Message Chains,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_005,duplicated_code,intermediate,Finance,Duplicated Code,1,80,8,64.39,2,0,0,18,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_006,duplicated_code,intermediate,Healthcare,Duplicated Code,1,76,1,100.0,9,0,9,22,Comments (as smell indicator);Data Clumps;Dead Code;Duplicated Code,1,1,qwen2.5-coder-1.5b,fr
duplicated_code_intermediate_007,duplicated_code,intermediate,Scientific Computing,Duplicated Code,1,103,4,72.66,0,0,0,11,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
feature_envy_advanced_001,feature_envy,advanced,Healthcare,Feature Envy,1,59,22,69.34,6,0,0,11,Data Class;Duplicated Code;Lazy Class;Long Method;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
feature_envy_advanced_002,feature_envy,advanced,Scientific Computing,Feature Envy,1,26,6,79.91,0,0,0,1,Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
feature_envy_advanced_003,feature_envy,advanced,General Software,Feature Envy,1,58,15,72.53,8,0,0,14,Dead Code;Long Method;Magic Numbers/Strings;Switch Statements,1,0,qwen2.5-coder-1.5b,fr
feature_envy_advanced_004,feature_envy,advanced,E-commerce,Feature Envy,1,58,14,73.31,3,0,0,2,Long Method;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
feature_envy_advanced_005,feature_envy,advanced,Finance,Feature Envy,1,11,2,100.0,0,0,0,0,,1,0,qwen2.5-coder-1.5b,fr
feature_envy_advanced_006,feature_envy,advanced,Healthcare,Feature Envy,1,59,22,69.34,6,0,0,11,Data Class;Duplicated Code;Lazy Class;Long Method;Long Parameter List,1,0,qwen2.5-coder-1.5b,fr
feature_envy_basic_001,feature_envy,basic,E-commerce,Feature Envy,1,11,2,68.54,0,0,0,1,Feature Envy,1,1,qwen2.5-coder-1.5b,fr
feature_envy_basic_002,feature_envy,basic,Finance,Feature Envy,1,22,5,100.0,0,0,0,4,Data Class;Feature Envy;Lazy Class;Long Parameter List,1,1,qwen2.5-coder-1.5b,fr
feature_envy_basic_003,feature_envy,basic,Healthcare,Feature Envy,1,20,3,55.83,2,2,0,5,Duplicated Code;Magic Numbers/Strings;Message Chains,1,0,qwen2.5-coder-1.5b,fr
feature_envy_basic_004,feature_envy,basic,Scientific Computing,Feature Envy,1,6,2,100.0,0,0,0,0,,1,0,qwen2.5-coder-1.5b,fr
feature_envy_basic_005,feature_envy,basic,General Software,Feature Envy,1,18,3,96.9,1,0,0,0,,1,0,qwen2.5-coder-1.5b,fr
feature_envy_basic_006,feature_envy,basic,E-commerce,Feature Envy,1,28,6,73.84,5,2,1,10,Dead Code;Feature Envy;Long Method;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_001,feature_envy,intermediate,Finance,Feature Envy,1,27,2,89.9,0,0,0,3,Comments (as smell indicator);Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_002,feature_envy,intermediate,Healthcare,Feature Envy,1,17,2,92.88,4,0,4,5,Dead Code;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_003,feature_envy,intermediate,Scientific Computing,Feature Envy,1,30,7,50.79,0,0,0,1,Long Method,1,0,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_004,feature_envy,intermediate,General Software,Feature Envy,1,22,4,87.18,1,0,1,1,Dead Code,1,0,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_005,feature_envy,intermediate,E-commerce,Feature Envy,1,14,2,100.0,0,0,0,0,,1,0,qwen2.5-coder-1.5b,fr
feature_envy_intermediate_006,feature_envy,intermediate,Finance,Feature Envy,1,27,2,89.9,0,0,0,3,Comments (as smell indicator);Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
global_state_advanced_001,global_state,advanced,Finance,Global State,1,116,6,64.93,0,0,0,35,Duplicated Code;Lazy Class;Speculative Generality;Switch Statements,1,0,qwen2.5-coder-1.5b,fr
global_state_advanced_002,global_state,advanced,Healthcare,Global State,1,46,1,100.0,9,0,0,53,Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_advanced_003,global_state,advanced,Scientific Computing,Global State,1,100,1,100.0,18,0,0,124,Dead Code;Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_advanced_004,global_state,advanced,General Software,Global State,1,81,2,100.0,3,0,0,48,Data Class;Dead Code;Duplicated Code;Global State;Lazy Class,1,1,qwen2.5-coder-1.5b,fr
global_state_advanced_005,global_state,advanced,E-commerce,Global State,1,116,6,64.93,0,0,0,35,Duplicated Code;Lazy Class;Speculative Generality;Switch Statements,1,0,qwen2.5-coder-1.5b,fr
global_state_basic_001,global_state,basic,E-commerce,Global State,1,7,0,100.0,0,0,0,5,Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_basic_002,global_state,basic,Finance,Global State,1,52,2,83.25,7,0,0,4,Dead Code;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
global_state_basic_003,global_state,basic,Healthcare,Global State,1,26,1,76.38,3,0,0,15,Dead Code;Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_basic_004,global_state,basic,Scientific Computing,Global State,1,21,1,100.0,1,0,0,2,Dead Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_basic_005,global_state,basic,General Software,Global State,1,28,1,100.0,3,0,1,8,Dead Code;Duplicated Code;Global State;Magic Numbers/Strings,1,1,qwen2.5-coder-1.5b,fr
global_state_basic_006,global_state,basic,E-commerce,Global State,1,7,0,100.0,0,0,0,5,Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_intermediate_001,global_state,intermediate,Finance,Global State,1,61,2,61.99,2,0,0,11,Dead Code;Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_intermediate_002,global_state,intermediate,Healthcare,Global State,1,32,2,76.88,7,0,0,19,Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_intermediate_003,global_state,intermediate,Scientific Computing,Global State,1,31,1,100.0,0,0,0,15,Comments (as smell indicator);Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_intermediate_004,global_state,intermediate,General Software,Global State,1,17,0,100.0,1,0,0,7,Comments (as smell indicator);Dead Code;Global State,1,1,qwen2.5-coder-1.5b,fr
global_state_intermediate_005,global_state,intermediate,E-commerce,Global State,1,115,2,70.64,1,0,0,38,Dead Code;Duplicated Code;Global State,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_001,god_class,advanced,General Software,God Class / Large Class,1,89,9,41.9,1,0,0,17,Duplicated Code;God Class / Large Class;Long Method,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_002,god_class,advanced,E-commerce,God Class / Large Class,1,45,2,56.23,0,0,0,21,Duplicated Code;God Class / Large Class;Middle Man,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_003,god_class,advanced,Finance,God Class / Large Class,1,51,2,51.59,0,0,0,33,Duplicated Code;God Class / Large Class,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_004,god_class,advanced,Healthcare,God Class / Large Class,1,52,2,84.65,1,0,0,26,Dead Code;Duplicated Code;God Class / Large Class;Speculative Generality,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_005,god_class,advanced,Scientific Computing,God Class / Large Class,1,72,2,100.0,0,0,0,100,Data Class;Duplicated Code;God Class / Large Class;Temporary Field,1,1,qwen2.5-coder-1.5b,fr
god_class_advanced_006,god_class,advanced,General Software,God Class / Large Class,0,38,0,,1,0,0,24,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_001,god_class,basic,E-commerce,God Class / Large Class,1,50,3,56.23,1,0,0,17,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_002,god_class,basic,Finance,God Class / Large Class,1,48,5,79.39,0,0,0,9,Duplicated Code;Speculative Generality,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_003,god_class,basic,Healthcare,God Class / Large Class,1,41,3,67.33,0,0,0,14,Duplicated Code;Speculative Generality,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_004,god_class,basic,Scientific Computing,God Class / Large Class,1,63,3,100.0,0,0,0,21,Deep Nesting;Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_005,god_class,basic,General Software,God Class / Large Class,1,27,2,100.0,6,6,0,16,Duplicated Code;Middle Man,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_006,god_class,basic,E-commerce,God Class / Large Class,1,43,2,63.68,0,0,0,21,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
god_class_basic_007,god_class,basic,Finance,God Class / Large Class,0,46,0,,3,0,0,26,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
god_class_intermediate_001,god_class,intermediate,Healthcare,God Class / Large Class,1,70,3,90.19,0,0,0,11,Duplicated Code;Lazy Class;Long Method,1,0,qwen2.5-coder-1.5b,fr
god_class_intermediate_002,god_class,intermediate,Scientific Computing,God Class / Large Class,1,88,4,53.79,2,2,0,24,Data Clumps;Duplicated Code;God Class / Large Class;Long Parameter List;Speculative Generality,1,1,qwen2.5-coder-1.5b,fr
god_class_intermediate_003,god_class,intermediate,General Software,God Class / Large Class,1,56,2,46.57,0,0,0,33,Duplicated Code,1,0,qwen2.5-coder-1.5b,fr
god_class_intermediate_004,god_class,intermediate,E-commerce,God Class / Large Class,1,34,2,100.0,0,0,0,17,Duplicated Code;Middle Man,1,0,qwen2.5-coder-1.5b,fr
god_class_intermediate_005,god_class,intermediate,Finance,God Class / Large Class,1,38,2,100.0,0,0,0,28,Duplicated Code;Middle Man,1,0,qwen2.5-coder-1.5b,fr
god_class_intermediate_006,god_class,intermediate,Healthcare,God Class / Large Class,1,70,3,90.19,0,0,0,11,Duplicated Code;Lazy Class;Long Method,1,0,qwen2.5-coder-1.5b,fr
